Timestamp,MPU1_Accel_X,MPU1_Accel_Y,MPU1_Accel_Z,MPU1_Gyro_X,MPU1_Gyro_Y,MPU1_Gyro_Z,MPU2_Accel_X,MPU2_Accel_Y,MPU2_Accel_Z,MPU2_Gyro_X,MPU2_Gyro_Y,MPU2_Gyro_Z,Temp_C,Temp_F,Humidity,Gas_Analog,Gas_Digital
2026-07-18T17:07:52.991Z,3384,424,17564,1943,-3,-305,4124,628,15620,26,91,-73,25.95,78.71,65.75,241,1
2026-07-18T17:07:53.352Z,3396,488,17592,1944,-27,-330,4156,660,15604,49,103,-30,25.95,78.71,65.75,242,1
2026-07-18T17:07:54.613Z,3292,484,17548,1966,-17,-323,4148,600,15668,39,101,-7,25.92,78.656,65.79,242,1
2026-07-18T17:07:54.912Z,3380,468,17596,1970,-25,-318,4144,652,15588,19,71,-52,25.94,78.69200000000001,65.79,242,1
2026-07-18T17:07:55.932Z,3356,412,17620,1977,-25,-349,4092,612,15660,58,79,-39,25.92,78.656,65.83,243,1
2026-07-18T17:07:56.291Z,3432,520,17584,2011,-3,-349,4152,668,15756,45,87,-54,25.92,78.656,65.82,242,1
2026-07-18T17:07:56.533Z,3324,452,17544,1968,-2,-298,4148,644,15664,44,89,-17,25.92,78.656,65.85,242,1
2026-07-18T17:07:56.712Z,3412,448,17608,1978,-13,-322,4144,592,15616,55,85,-19,25.92,78.656,65.85,241,1
2026-07-18T17:07:57.012Z,3384,412,17488,1981,-47,-306,4068,620,15608,29,103,-53,25.94,78.69200000000001,65.83,241,1
2026-07-18T17:07:57.191Z,3368,500,17652,1963,13,-336,4216,588,15720,20,90,-30,25.94,78.69200000000001,65.82,241,1
2026-07-18T17:07:57.431Z,3424,500,17560,1978,-23,-323,4104,596,15668,58,86,-35,25.94,78.69200000000001,65.83,242,1
2026-07-18T17:07:57.971Z,3336,460,17480,1955,-16,-339,4196,540,15656,79,88,-60,25.94,78.69200000000001,65.82,242,1
2026-07-18T17:07:58.451Z,3348,472,17520,1947,-41,-308,4104,684,15648,51,96,-17,25.94,78.69200000000001,65.82,242,1
2026-07-18T17:07:58.460Z,3432,484,17504,1957,-57,-319,4116,632,15668,56,105,-23,25.94,78.69200000000001,65.82,242,1
2026-07-18T17:07:58.571Z,3444,472,17568,1966,-24,-324,4208,696,15704,52,67,-41,25.94,78.69200000000001,65.81,241,1
2026-07-18T17:07:58.752Z,3360,504,17692,1972,-33,-331,4200,588,15656,69,68,-5,25.92,78.656,65.79,242,1
2026-07-18T17:07:58.930Z,3324,448,17596,1963,4,-342,4128,652,15632,88,103,-24,25.94,78.69200000000001,65.79,242,1
2026-07-18T17:07:59.351Z,3384,432,17620,1984,-23,-346,4184,672,15712,47,87,-45,25.94,78.69200000000001,65.77,241,1
2026-07-18T17:07:59.533Z,3376,456,17568,1996,-8,-345,4148,600,15640,62,85,-2,25.94,78.69200000000001,65.76,242,1
2026-07-18T17:08:00.071Z,3392,484,17556,1995,3,-356,4152,616,15596,114,85,-10,25.95,78.71,65.76,242,1
2026-07-18T17:08:00.313Z,3344,544,17744,1999,-49,-323,4160,632,15696,56,95,-45,25.94,78.69200000000001,65.79,242,1
2026-07-18T17:08:00.912Z,3448,376,17652,1983,-18,-292,4108,592,15688,74,91,-19,25.95,78.71,65.77,241,1
2026-07-18T17:08:01.151Z,3380,492,17580,1974,33,-376,4168,616,15680,72,67,-46,25.94,78.69200000000001,65.76,241,1
